time,open,high,low,close
2021-04-04T13:15:00Z,57904,58142,57904,58105.482822
2021-04-04T13:20:00Z,58106,58142,58063,58071
2021-04-04T13:25:00Z,58071,58096,58012,58075
2021-04-04T13:30:00Z,58080,58175.036691,58053,58099.15671162
2021-04-04T13:35:00Z,58099,58160.66601948,58074,58089
2021-04-04T13:40:00Z,58088,58098,57998,58003
2021-04-04T13:45:00Z,58004,58085,58004,58085
2021-04-04T13:50:00Z,58089,58170,58089,58155
2021-04-04T13:55:00Z,58151,58194.40701408,58112.709198,58169
2021-04-04T14:00:00Z,58192,58351,58192,58298
2021-04-04T14:05:00Z,58296,58310,58173,58194
2021-04-04T14:10:00Z,58202,58216,58137.15502594,58168
2021-04-04T14:15:00Z,58168,58195,58125,58146
2021-04-04T14:20:00Z,58125,58135.61053108,58125,58125
2021-04-04T14:25:00Z,58125.02716414,58195,58125,58163
2021-04-04T14:30:00Z,58160.66601948,58211,58125,58144
2021-04-04T14:35:00Z,58131,58152,58125,58147
2021-04-04T14:40:00Z,58147,58153,58075,58078.383912
2021-04-04T14:45:00Z,58083,58144,58075.63811842,58097
2021-04-04T14:50:00Z,58097,58146,58078,58132.581732
2021-04-04T14:55:00Z,58132,58169,58112,58162
2021-04-04T15:00:00Z,58163,58250,58151,58175
2021-04-04T15:05:00Z,58168,58169,58140,58169
2021-04-04T15:10:00Z,58168.9640172,58308,58168.53656156,58223
2021-04-04T15:15:00Z,58233.750996,58285,58233.750996,58251
2021-04-04T15:20:00Z,58250,58320,58250,58288
2021-04-04T15:25:00Z,58296,58480,58296,58400
2021-04-04T15:30:00Z,58399,58464,58352,58400.19470458
2021-04-04T15:35:00Z,58400,58400.860941,58017,58126
2021-04-04T15:40:00Z,58126,58164,57801,58028
2021-04-04T15:45:00Z,58027,58166,57934,58145
2021-04-04T15:50:00Z,58145,58157,58085,58098
2021-04-04T15:55:00Z,58084.706991,58084.706991,57880,57965.10073038
2021-04-04T16:00:00Z,57952,58075,57732,58024
2021-04-04T16:05:00Z,58013,58062,57839,57943
2021-04-04T16:10:00Z,57947,58036.83243964,57940,58036.83243964
2021-04-04T16:15:00Z,58034,58038,57940,57940
2021-04-04T16:20:00Z,57940,57950.115738,57846,57857.076147
2021-04-04T16:25:00Z,57853,57929,57850,57863
2021-04-04T16:30:00Z,57885,57989,57885,57986
2021-04-04T16:35:00Z,57941,57982.73967528,57912,57912.177264
2021-04-04T16:40:00Z,57903,58014.06805976,57901,57964
2021-04-04T16:45:00Z,57953,58090,57953,58061
2021-04-04T16:50:00Z,58012,58084,58009,58034.122359
2021-04-04T16:55:00Z,58031.412468,58085,58031.412468,58052.188299
2021-04-04T17:00:00Z,58060,58127.4740286,58060,58065
2021-04-04T17:05:00Z,58074,58165.100424,58065,58158.777345
2021-04-04T17:10:00Z,58151,58172,58107,58116
2021-04-04T17:15:00Z,58116,58157,58115,58116
2021-04-04T17:20:00Z,58116,58189,58115,58183
2021-04-04T17:25:00Z,58185.56001264,58227.05000124,58141,58198
2021-04-04T17:30:00Z,58222.62932592,58278,58165,58278
2021-04-04T17:35:00Z,58276,58278,58145,58150
2021-04-04T17:40:00Z,58166,58241,58089,58173
2021-04-04T17:45:00Z,58191,58214,58123.613108,58178
2021-04-04T17:50:00Z,58196,58196,58111,58111
2021-04-04T17:55:00Z,58112,58174,58109.74007856,58174
2021-04-04T18:00:00Z,58175,58251,58175,58249.6757081
2021-04-04T18:05:00Z,58251.84889867,58252,58212,58251
2021-04-04T18:10:00Z,58223.80525558,58223.80525558,58138,58183
2021-04-04T18:15:00Z,58158,58191,58146,58189
2021-04-04T18:20:00Z,58177,58190,58153,58190
2021-04-04T18:25:00Z,58190,58239,58161,58161
2021-04-04T18:30:00Z,58161,58180.02801416,58122.67530482,58122.67530482
2021-04-04T18:35:00Z,58122.645465,58168,58115,58137
2021-04-04T18:40:00Z,58139,58170,58015,58029
2021-04-04T18:45:00Z,58045,58100,58025,58080
2021-04-04T18:50:00Z,58048,58114,58020,58085
2021-04-04T18:55:00Z,58081,58115,58079,58115
2021-04-04T19:00:00Z,58115,58180,58115,58157
2021-04-04T19:05:00Z,58155.6013353,58196.6240096,58129.73088278,58149
2021-04-04T19:10:00Z,58148,58173,58081,58081
2021-04-04T19:15:00Z,58090,58219,58011,58011
2021-04-04T19:20:00Z,58011,58013,57851,57852.25710422
2021-04-04T19:25:00Z,57859.27368696,57945,57850,57850
2021-04-04T19:30:00Z,57854,57895,57758,57840
2021-04-04T19:35:00Z,57840,57891.01218048,57761,57761
2021-04-04T19:40:00Z,57763,57873,57761,57873
2021-04-04T19:45:00Z,57871,57896.84135408,57866.430001,57888
2021-04-04T19:50:00Z,57888.60935275,57939,57888,57939
2021-04-04T19:55:00Z,57949,57980,57915,57970
2021-04-04T20:00:00Z,57977,58011.30206052,57971,58011.30206052
2021-04-04T20:05:00Z,58011.95591764,58025.13205672,57914,57921
2021-04-04T20:10:00Z,57921,57985,57900,57985
2021-04-04T20:15:00Z,57985.02506774,58034.60934724,57977,57977
2021-04-04T20:20:00Z,57976,57997,57918,57924.234564
2021-04-04T20:25:00Z,57925,57973.77932172,57848,57848
2021-04-04T20:30:00Z,57848,57894,57827.45734287,57877
2021-04-04T20:35:00Z,57877,57906,57850,57864
2021-04-04T20:40:00Z,57877.17044054,57982,57877.17044054,57965
2021-04-04T20:45:00Z,57962.396912,57983.21894664,57917,57970
2021-04-04T20:50:00Z,57950,58061.872778,57935,58053.739091
2021-04-04T20:55:00Z,58057,58067.78953364,58023,58041
2021-04-04T21:00:00Z,58037.3743484,58037.3743484,57999,57999.2358286
2021-04-04T21:05:00Z,58000,58025,57949.784282,58013
2021-04-04T21:10:00Z,58014,58069.10999549,58011,58069.10999549
2021-04-04T21:15:00Z,58069.10999549,58152,58069.10999549,58099
2021-04-04T21:20:00Z,58099,58099,58043,58043
2021-04-04T21:25:00Z,58036,58036,57997.98721789,58022
2021-04-04T21:30:00Z,58022,58057.45453211,58012,58031.090796
2021-04-04T21:35:00Z,58032,58078,58032,58037
2021-04-04T21:40:00Z,58035,58092,58035,58081.92452766
2021-04-04T21:45:00Z,58081.92452766,58189,58081.92452766,58171
2021-04-04T21:50:00Z,58172,58172,58083,58089
2021-04-04T21:55:00Z,58089,58147,58089,58136
2021-04-04T22:00:00Z,58134,58134,58032,58032
2021-04-04T22:05:00Z,58032,58079,57930.29835686,57932
2021-04-04T22:10:00Z,57933,57974,57918,57918
2021-04-04T22:15:00Z,57918,57995,57915,57994.107974
2021-04-04T22:20:00Z,57994.107974,58083.574373,57994,58083.574373
2021-04-04T22:25:00Z,58083.574373,58176,58083.574373,58176
2021-04-04T22:30:00Z,58176,58207,58155,58174
2021-04-04T22:35:00Z,58174.167492,58174.167492,58052.20421105,58143
2021-04-04T22:40:00Z,58163,58179,58151,58159
2021-04-04T22:45:00Z,58159,58208.48995303,58111,58124
2021-04-04T22:50:00Z,58114.271628,58136,58106,58106
2021-04-04T22:55:00Z,58106,58179,58104,58177
2021-04-04T23:00:00Z,58145.7585904,58195,58128,58128
2021-04-04T23:05:00Z,58134,58206.35599281,58134,58206.35599281
2021-04-04T23:10:00Z,58205.431076,58206.3224079,58160,58181.62582305
2021-04-04T23:15:00Z,58182,58212,58160,58161
2021-04-04T23:20:00Z,58166,58217,58166,58209
2021-04-04T23:25:00Z,58187.626676,58269.818968,58187,58216
2021-04-04T23:30:00Z,58216,58243.430465,58216,58216
2021-04-04T23:35:00Z,58216.332515,58216.65026376,58216,58216.5434907
2021-04-04T23:40:00Z,58216.5434907,58216.5434907,58216,58216
2021-04-04T23:45:00Z,58216.35191328,58254.90736,58216,58254.46038516
2021-04-04T23:50:00Z,58254,58338,58217,58221
2021-04-04T23:55:00Z,58225,58262,58216,58240.23918672
2021-04-05T00:00:00Z,58241,58430,58241,58365
2021-04-05T00:05:00Z,58370,58386,58161,58175
2021-04-05T00:10:00Z,58164,58176,58049,58070
2021-04-05T00:15:00Z,58079,58178,58078,58176
2021-04-05T00:20:00Z,58178,58259,58178,58239
2021-04-05T00:25:00Z,58214,58214,58150,58186
2021-04-05T00:30:00Z,58197,58210,58093,58135
2021-04-05T00:35:00Z,58135,58188,58070.75821717,58099
2021-04-05T00:40:00Z,58099,58099.65531,58000,58022
2021-04-05T00:45:00Z,58021,58100,58018,58055
2021-04-05T00:50:00Z,58042,58065.251595,57979.23346178,57979.23346178
2021-04-05T00:55:00Z,57989,58000,57937,57941
2021-04-05T01:00:00Z,57947,57947,57771,57854
2021-04-05T01:05:00Z,57871,57871,57650,57768
2021-04-05T01:10:00Z,57745,57814,57576,57800.108466
2021-04-05T01:15:00Z,57803,57839,57736,57775
2021-04-05T01:20:00Z,57774,57809,57755,57809
2021-04-05T01:25:00Z,57772,57838,57767.436285,57823
2021-04-05T01:30:00Z,57811.51607,57815,57733.70703932,57773
2021-04-05T01:35:00Z,57774,57906,57774,57891
2021-04-05T01:40:00Z,57894,57894,57828,57836
2021-04-05T01:45:00Z,57828,57828,57773,57795
2021-04-05T01:50:00Z,57795,57819,57713,57713
2021-04-05T01:55:00Z,57714,57821,57675,57756
2021-04-05T02:00:00Z,57794,57794,57490,57587
2021-04-05T02:05:00Z,57607,57724,57607,57715
2021-04-05T02:10:00Z,57714,57770,57668,57685
2021-04-05T02:15:00Z,57706,57726.60919051,57674,57699
2021-04-05T02:20:00Z,57688,57690,57585,57620
2021-04-05T02:25:00Z,57622,57716,57574,57689
2021-04-05T02:30:00Z,57655.28896766,57806,57612,57750
2021-04-05T02:35:00Z,57736,57736,57720,57720.57544495
2021-04-05T02:40:00Z,57721,57764,57720,57721
2021-04-05T02:45:00Z,57721,57721,57661,57677
2021-04-05T02:50:00Z,57661,57661,57627,57642
2021-04-05T02:55:00Z,57636,57662,57572,57628
2021-04-05T03:00:00Z,57607,57611,57501.5563572,57611
2021-04-05T03:05:00Z,57610,57727,57610,57673
2021-04-05T03:10:00Z,57665,57689,57631,57665
2021-04-05T03:15:00Z,57658.91656075,57700,57620,57700
2021-04-05T03:20:00Z,57700.05050121,57737,57653,57653
2021-04-05T03:25:00Z,57654,57737,57653,57737
2021-04-05T03:30:00Z,57736,57736,57683.20542633,57684
2021-04-05T03:35:00Z,57671.84547104,57683.61571584,57620.05639392,57639
2021-04-05T03:40:00Z,57641.9009139,57703.1043861,57641.9009139,57675
2021-04-05T03:45:00Z,57675,57675,57584,57647
2021-04-05T03:50:00Z,57635.748114,57635.748114,57522,57549
2021-04-05T03:55:00Z,57531,57532,57361,57504
2021-04-05T04:00:00Z,57492,57583,57350,57571
2021-04-05T04:05:00Z,57571.54430313,57638,57556,57630
2021-04-05T04:10:00Z,57622,57622,57486,57486
2021-04-05T04:15:00Z,57489,57586,57395,57567
2021-04-05T04:20:00Z,57572.44610544,57606,57492,57535
2021-04-05T04:25:00Z,57552,57631.62780334,57538,57631.62780334
2021-04-05T04:30:00Z,57613,57613,57563,57563
2021-04-05T04:35:00Z,57540,57577,57512,57512
2021-04-05T04:40:00Z,57539,57612,57538,57606.1743691
2021-04-05T04:45:00Z,57612.05545963,57630,57471,57471
2021-04-05T04:50:00Z,57470,57470,57360,57360
2021-04-05T04:55:00Z,57360,57395,57301.39893231,57338.483328
2021-04-05T05:00:00Z,57338,57394,57250,57350
2021-04-05T05:05:00Z,57350.232832,57350.232832,57280,57320
2021-04-05T05:10:00Z,57320.24220384,57320.24220384,57213,57258
2021-04-05T05:15:00Z,57241,57260,57072,57082
2021-04-05T05:20:00Z,57081.387696,57156,57059,57104
2021-04-05T05:25:00Z,57128,57239,57104.888394,57230
2021-04-05T05:30:00Z,57203,57292,57177,57263
2021-04-05T05:35:00Z,57262,57262.330609,57180,57244
2021-04-05T05:40:00Z,57229.52827496,57271,57190,57270
2021-04-05T05:45:00Z,57270,57272.8678635,57130.354644,57177
2021-04-05T05:50:00Z,57173,57173,57069.80780256,57069.80780256
2021-04-05T05:55:00Z,57070,57093,56913,56957
2021-04-05T06:00:00Z,56942,57081,56889,57077
2021-04-05T06:05:00Z,57079,57150.24289722,57054,57102.19207108
2021-04-05T06:10:00Z,57085,57085,57023,57024
2021-04-05T06:15:00Z,57027.475182,57028,56939,56990.431483
2021-04-05T06:20:00Z,56992,56992,56853,56883.64983045
2021-04-05T06:25:00Z,56886,57142.96455614,56879,57114
2021-04-05T06:30:00Z,57122,57197,57099,57145
2021-04-05T06:35:00Z,57123,57209,57115,57209
2021-04-05T06:40:00Z,57209,57270,57209,57270
2021-04-05T06:45:00Z,57270,57270,57227,57237
2021-04-05T06:50:00Z,57236.84144927,57259,57236,57241.602985
2021-04-05T06:55:00Z,57239,57241,57170,57170
2021-04-05T07:00:00Z,57170,57170,57051,57057
2021-04-05T07:05:00Z,57057,57341,57056.735645,57341
2021-04-05T07:10:00Z,57341,57341,57283,57297.241404
2021-04-05T07:15:00Z,57297,57297,57187.13067,57201
2021-04-05T07:20:00Z,57200,57271.48875001,57181,57183
2021-04-05T07:25:00Z,57182,57236,57165,57166.877818
2021-04-05T07:30:00Z,57166,57215.75685246,57115,57115
2021-04-05T07:35:00Z,57115,57152,57089.08511202,57110
2021-04-05T07:40:00Z,57090,57151,57006,57151
2021-04-05T07:45:00Z,57151,57267,57151,57267
2021-04-05T07:50:00Z,57267.56187382,57285,57161.852991,57254
2021-04-05T07:55:00Z,57254,57319,57205,57300
2021-04-05T08:00:00Z,57300,57369,57251,57252
2021-04-05T08:05:00Z,57272,57275,57134,57157
2021-04-05T08:10:00Z,57186,57186,57121,57177.26250417
2021-04-05T08:15:00Z,57177,57177,57110.79403904,57166.02350592
2021-04-05T08:20:00Z,57151,57151,57042.87327887,57043
2021-04-05T08:25:00Z,57083,57083,56850,57014.24998912
2021-04-05T08:30:00Z,56998,57086,56990,57011.56753501
2021-04-05T08:35:00Z,57011.56753501,57099,57008,57094
2021-04-05T08:40:00Z,57093,57107,57033.3031962,57089
2021-04-05T08:45:00Z,57082,57139,57057,57130
2021-04-05T08:50:00Z,57130,57179,57094.0049091,57134
2021-04-05T08:55:00Z,57135,57166.02328255,57110,57129
2021-04-05T09:00:00Z,57128.59981272,57129,56989,57031.56962912
2021-04-05T09:05:00Z,57031.9426287,57225,57031.9426287,57225
2021-04-05T09:10:00Z,57224,57225,57194,57207
2021-04-05T09:15:00Z,57225,57239,57190,57237
2021-04-05T09:20:00Z,57236,57335,57219,57335
2021-04-05T09:25:00Z,57335,57426,57301.756816,57399.229023
2021-04-05T09:30:00Z,57400,57400,57361.5698917,57366
2021-04-05T09:35:00Z,57366,57394,57342.162873,57355
2021-04-05T09:40:00Z,57356,57361,57346,57360
2021-04-05T09:45:00Z,57354,57380,57329,57380
2021-04-05T09:50:00Z,57380,57456,57380,57440
2021-04-05T09:55:00Z,57440,57473,57431,57473
2021-04-05T10:00:00Z,57472.8090453,57498,57449.6715387,57450
2021-04-05T10:05:00Z,57490,57490,57415.98952597,57417.07133826
2021-04-05T10:10:00Z,57416.01359,57454.890664,57416.01359,57432
2021-04-05T10:15:00Z,57429.84418224,57442,57382,57387
2021-04-05T10:20:00Z,57387,57423,57387,57405
2021-04-05T10:25:00Z,57403,57422,57397.01005164,57422
2021-04-05T10:30:00Z,57418.7955,57432.26182416,57348.50007019,57348.50007019
2021-04-05T10:35:00Z,57348,57384,57321,57336
2021-04-05T10:40:00Z,57348,57363,57348,57362
2021-04-05T10:45:00Z,57360.32556876,57439,57360.32556876,57438.33694218
2021-04-05T10:50:00Z,57438.33694218,57556.3701856,57438.33694218,57500
2021-04-05T10:55:00Z,57556,57687.6310642,57519.37993032,57643
2021-04-05T11:00:00Z,57641,57692.33028471,57561,57587
2021-04-05T11:05:00Z,57588,57631,57548,57590
2021-04-05T11:10:00Z,57578,57604.140112,57570,57600
2021-04-05T11:15:00Z,57584,57689,57580,57688.32648
2021-04-05T11:20:00Z,57688,57688.93975526,57607,57607
2021-04-05T11:25:00Z,57602,57634.3325711,57574,57634.3325711
2021-04-05T11:30:00Z,57634,57635,57600.95896,57620
2021-04-05T11:35:00Z,57620,57705.89722335,57619,57691
2021-04-05T11:40:00Z,57668,57668,57636,57650
2021-04-05T11:45:00Z,57647,57653,57604,57608
2021-04-05T11:50:00Z,57608,57610.00921048,57588.84678184,57593
2021-04-05T11:55:00Z,57592.875683,57714,57592.875683,57714
2021-04-05T12:00:00Z,57714.18087461,57851,57714.18087461,57848
2021-04-05T12:05:00Z,57851.65212208,57968,57848.121474,57965
2021-04-05T12:10:00Z,57965,58048,57907,57991
2021-04-05T12:15:00Z,58016,58050,57960,57963
2021-04-05T12:20:00Z,57968,57971.78139565,57907,57923
2021-04-05T12:25:00Z,57922,57922,57883,57883
2021-04-05T12:30:00Z,57883,57899,57800,57871
2021-04-05T12:35:00Z,57874,57967,57874,57965.40888
2021-04-05T12:40:00Z,57966,57978,57954,57956
2021-04-05T12:45:00Z,57957,58023,57956,58022
2021-04-05T12:50:00Z,58023,58144,58022.14618775,58065
2021-04-05T12:55:00Z,58070.46874404,58070.46874404,58001,58020.84504
2021-04-05T13:00:00Z,58020.52998816,58100,58000,58022
2021-04-05T13:05:00Z,58040,58046.191536,57919,57929
2021-04-05T13:10:00Z,57929,58060,57928,58041.524068
2021-04-05T13:15:00Z,58041,58098,58011,58012
2021-04-05T13:20:00Z,58012,58012,57947,57977.783388
2021-04-05T13:25:00Z,57977,57988,57819,57924
2021-04-05T13:30:00Z,57925,58025.219265,57925,58025
2021-04-05T13:35:00Z,58025,58046,57990.63370734,58016
2021-04-05T13:40:00Z,58000,58064,57976,58000
2021-04-05T13:45:00Z,58000,58064,58000,58061
2021-04-05T13:50:00Z,58061,58100,58051,58095
2021-04-05T13:55:00Z,58082,58166,58082,58166
2021-04-05T14:00:00Z,58162,58357,58160,58331
2021-04-05T14:05:00Z,58337,58375,58266.602954,58274.776007
2021-04-05T14:10:00Z,58282,58361,58267,58271
2021-04-05T14:15:00Z,58270.33702014,58360,58270.33702014,58290
2021-04-05T14:20:00Z,58294,58524,58280.87010064,58496
2021-04-05T14:25:00Z,58493,58777,58488,58681
2021-04-05T14:30:00Z,58690,58827.48888482,58688,58826
2021-04-05T14:35:00Z,58825.4457,58900,58785,58890.85090298
2021-04-05T14:40:00Z,58890,59000,58890,58908
2021-04-05T14:45:00Z,58909,58988,58863,58878
2021-04-05T14:50:00Z,58879,58988,58811,58988
2021-04-05T14:55:00Z,58988,59180,58899,59180
2021-04-05T15:00:00Z,59154,59250,59066,59100
2021-04-05T15:05:00Z,59100,59175,58900,59018
2021-04-05T15:10:00Z,59018,59098,59004,59064.141402
2021-04-05T15:15:00Z,59066,59205.784221,59066,59149
2021-04-05T15:20:00Z,59149,59149.44786884,59000,59000
2021-04-05T15:25:00Z,59000,59109,59000,59032
2021-04-05T15:30:00Z,59032,59173,59032,59171
2021-04-05T15:35:00Z,59170,59170,59026,59062
2021-04-05T15:40:00Z,59062,59063,58965.797862,59028
2021-04-05T15:45:00Z,59028,59028.97948304,58951,59003
2021-04-05T15:50:00Z,59003,59066,58999,58999
2021-04-05T15:55:00Z,58999,59077,58999,59056
2021-04-05T16:00:00Z,59055,59250,59031,59112
2021-04-05T16:05:00Z,59113.75416594,59131,58892,59068
2021-04-05T16:10:00Z,59067.10045422,59068,58969,59012
2021-04-05T16:15:00Z,59012,59055,58860,58872
2021-04-05T16:20:00Z,58873,59064,58873,59063
2021-04-05T16:25:00Z,59064,59109,59041,59067
2021-04-05T16:30:00Z,59069,59115.74470599,59066.1272604,59110
2021-04-05T16:35:00Z,59110,59127,59007,59057.31810398
2021-04-05T16:40:00Z,59057.31810398,59089,59024,59029
2021-04-05T16:45:00Z,59028.400705,59036.575,58954,58982
2021-04-05T16:50:00Z,58981,58999,58917,58917
2021-04-05T16:55:00Z,58917,58987,58824,58951.99334035
2021-04-05T17:00:00Z,58954,59020,58796,58908
2021-04-05T17:05:00Z,58929,58939,58780,58852
2021-04-05T17:10:00Z,58852.16372718,58870,58701,58810.81089888
2021-04-05T17:15:00Z,58810,58846,58650,58770
2021-04-05T17:20:00Z,58770,58801,58661,58778
2021-04-05T17:25:00Z,58786,58789,58650,58700
2021-04-05T17:30:00Z,58700,58735,58516,58689.95759886
2021-04-05T17:35:00Z,58684,58732,58639,58720
2021-04-05T17:40:00Z,58720,58923,58720,58867.94239084
2021-04-05T17:45:00Z,58867.94239084,58910,58811,58829.22757207
2021-04-05T17:50:00Z,58821,58840,58820,58840
2021-04-05T17:55:00Z,58845,58957.71433044,58844,58932
2021-04-05T18:00:00Z,58944,58978,58944,58974.25292146
2021-04-05T18:05:00Z,58974.25292146,58988,58918,58918
2021-04-05T18:10:00Z,58918,58925,58855,58855
2021-04-05T18:15:00Z,58855,58911,58855,58908
2021-04-05T18:20:00Z,58908,58908,58727,58734
2021-04-05T18:25:00Z,58732,58841,58732,58815.43160104
2021-04-05T18:30:00Z,58829,58882,58810.39736562,58870
2021-04-05T18:35:00Z,58871,58881,58800,58860
2021-04-05T18:40:00Z,58854.684246,58881.04887234,58775,58775.277464
2021-04-05T18:45:00Z,58775,58849.80103893,58743,58849.80103893
2021-04-05T18:50:00Z,58849.80103893,58869.73992478,58808,58868
2021-04-05T18:55:00Z,58867,58867.85766111,58807.61847612,58851
2021-04-05T19:00:00Z,58851,58900,58849,58900
2021-04-05T19:05:00Z,58899,58977,58855.14366633,58976
2021-04-05T19:10:00Z,58976,58976,58937.047128,58976
2021-04-05T19:15:00Z,58976,58978,58904,58905
2021-04-05T19:20:00Z,58912,59086,58900,58996.623588
2021-04-05T19:25:00Z,58978,58989,58847,58847
2021-04-05T19:30:00Z,58854,58893,58790,58878.0575388
2021-04-05T19:35:00Z,58879,58930,58879,58901.78633489
2021-04-05T19:40:00Z,58911,58925,58911,58925
2021-04-05T19:45:00Z,58925,58978,58907,58931
2021-04-05T19:50:00Z,58937.746713,58973,58917,58917
2021-04-05T19:55:00Z,58917.11075525,59018,58917,59001.217024
2021-04-05T20:00:00Z,59006,59100,59006,59056
2021-04-05T20:05:00Z,59052,59079,59011,59011.47041904
2021-04-05T20:10:00Z,59012,59012,58969,58973
2021-04-05T20:15:00Z,58973,59011,58972,58987
2021-04-05T20:20:00Z,58988,58999,58976,58977
2021-04-05T20:25:00Z,58976,59018,58528.29970269,58884
2021-04-05T20:30:00Z,58884,59031,58883,59013
2021-04-05T20:35:00Z,59003,59003,58967,58975
2021-04-05T20:40:00Z,58975,58975.01853039,58908,58936
2021-04-05T20:45:00Z,58933,58933,58831,58846
2021-04-05T20:50:00Z,58841,58864,58796,58799
2021-04-05T20:55:00Z,58800,58815,58797,58797
2021-04-05T21:00:00Z,58799,58839.25408,58798.413655,58838
2021-04-05T21:05:00Z,58839,58872.75015496,58838,58872.75015496
2021-04-05T21:10:00Z,58878,58898.84768856,58847,58847
2021-04-05T21:15:00Z,58847,58847,58691,58758
2021-04-05T21:20:00Z,58764,58789,58754,58773
2021-04-05T21:25:00Z,58781,58788,58693,58702
2021-04-05T21:30:00Z,58708,58717,58580,58585
2021-04-05T21:35:00Z,58598,58625,58528.50710374,58617
2021-04-05T21:40:00Z,58615.03174497,58692.31588959,58581,58652
2021-04-05T21:45:00Z,58654,58712.40102698,58628,58669
2021-04-05T21:50:00Z,58668,58760.47115576,58668,58711
2021-04-05T21:55:00Z,58710,58766,58687,58687
2021-04-05T22:00:00Z,58687.6060477,58860,58687.6060477,58837
2021-04-05T22:05:00Z,58829,58865,58773.8435976,58806
2021-04-05T22:10:00Z,58800.73503073,58808,58732,58805.19966321
2021-04-05T22:15:00Z,58799.5104,58802,58719,58755
2021-04-05T22:20:00Z,58750,58849.43861429,58750,58849
2021-04-05T22:25:00Z,58848,58868,58840,58867.193472
2021-04-05T22:30:00Z,58867,58880,58845,58854
2021-04-05T22:35:00Z,58854,58882,58770,58792.84242
2021-04-05T22:40:00Z,58792.84242,58869.02152459,58792.84242,58858
2021-04-05T22:45:00Z,58859,58899,58859,58895
2021-04-05T22:50:00Z,58893,58948.52723177,58864,58912
2021-04-05T22:55:00Z,58934.35273492,58949,58888,58897
2021-04-05T23:00:00Z,58892,58896,58715,58715
2021-04-05T23:05:00Z,58714.90263616,58776,58711,58712
2021-04-05T23:10:00Z,58711.98091837,58711.98091837,58563,58595
2021-04-05T23:15:00Z,58584,58715,58584,58683
2021-04-05T23:20:00Z,58693,58736,58641.750876,58734
2021-04-05T23:25:00Z,58736,58808,58709,58755
2021-04-05T23:30:00Z,58777,58825,58746,58759
2021-04-05T23:35:00Z,58757,58772,58701,58701
2021-04-05T23:40:00Z,58701,58749,58672.62838108,58683
2021-04-05T23:45:00Z,58706,58762,58705,58708
2021-04-05T23:50:00Z,58703,58808,58697,58797
2021-04-05T23:55:00Z,58767,59171,58755,59145
2021-04-06T00:00:00Z,59145,59420,59139,59204
2021-04-06T00:05:00Z,59203,59430,59203,59430
2021-04-06T00:10:00Z,59429,59444,59282,59314
2021-04-06T00:15:00Z,59300.52917892,59371,59152,59152
2021-04-06T00:20:00Z,59152,59224,59109,59224
2021-04-06T00:25:00Z,59223.243122,59279.25502248,59202,59207.27824
2021-04-06T00:30:00Z,59236,59276.23152,59171,59276.23152
2021-04-06T00:35:00Z,59276,59329,59202,59232
2021-04-06T00:40:00Z,59232,59276,59210,59257.22205
2021-04-06T00:45:00Z,59257,59296,59213,59296
2021-04-06T00:50:00Z,59296,59331,59295.891105,59321
2021-04-06T00:55:00Z,59321.08300635,59380,59321.08300635,59379
2021-04-06T01:00:00Z,59380,59499,59276,59291
2021-04-06T01:05:00Z,59284.126635,59347,59284,59346
2021-04-06T01:10:00Z,59346,59346,59278,59278
2021-04-06T01:15:00Z,59278,59299,59171,59198
2021-04-06T01:20:00Z,59198,59219.25537641,58928,58947
2021-04-06T01:25:00Z,58963,59049,58928,59049
2021-04-06T01:30:00Z,59050,59137,58979,59104
2021-04-06T01:35:00Z,59104,59129,59080,59110
2021-04-06T01:40:00Z,59110,59110,59011,59050
2021-04-06T01:45:00Z,59050,59050.13847915,58890,58986
2021-04-06T01:50:00Z,58970,59028,58890,58891
2021-04-06T01:55:00Z,58891,58897,58721,58827.97518001
2021-04-06T02:00:00Z,58818.52812777,58866,58708,58715
2021-04-06T02:05:00Z,58715,58801,58670,58746
2021-04-06T02:10:00Z,58726,58751,58667,58739
2021-04-06T02:15:00Z,58730.43436802,58881,58730.43436802,58793
2021-04-06T02:20:00Z,58790,58790,58752,58759
2021-04-06T02:25:00Z,58761,58808,58761,58781
2021-04-06T02:30:00Z,58781,58856.3885222,58781,58856.3885222
2021-04-06T02:35:00Z,58856.3885222,58879,58837,58860
2021-04-06T02:40:00Z,58855,58873,58815.95984655,58815.95984655
2021-04-06T02:45:00Z,58825,58828,58787,58790
2021-04-06T02:50:00Z,58796,58849,58782.34364222,58831
2021-04-06T02:55:00Z,58834,58838,58782,58783
2021-04-06T03:00:00Z,58783,58822,58781,58822
2021-04-06T03:05:00Z,58828,58864,58828,58850
2021-04-06T03:10:00Z,58850,58850,58800.731376,58801
2021-04-06T03:15:00Z,58800,58808.08701002,58800,58800
2021-04-06T03:20:00Z,58800.5455128,58850,58800,58827.152102
2021-04-06T03:25:00Z,58825,58939,58823,58936
2021-04-06T03:30:00Z,58936,58940,58907,58911
2021-04-06T03:35:00Z,58911.07168,58911.9776,58872,58872.315945
2021-04-06T03:40:00Z,58872.315945,58901,58850,58876
2021-04-06T03:45:00Z,58863.256575,58864,58832.75267,58835
2021-04-06T03:50:00Z,58835,58835,58766.62708,58767
2021-04-06T03:55:00Z,58767,58772,58630,58645.04977695
2021-04-06T04:00:00Z,58634,58776,58633,58750
2021-04-06T04:05:00Z,58751,58764,58725,58725
2021-04-06T04:10:00Z,58724.021706,58764,58724.021706,58730.97548228
